class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
One,0.787794054,0.839635789,-9.75E-05,0.740985274,0.795250058,-0.040316548,0.719215393,0.724433541,-0.067158304,0.739085555,0.659511805,-0.090441748,0.772352695,0.625484228,-0.105854243,0.713252604,0.623069704,0.002209114,0.700600982,0.529960275,-0.012611059,0.696340621,0.476890028,-0.023104234,0.694060266,0.434187979,-0.026732208,0.751366735,0.626326263,0.006029321,0.753795743,0.571115196,-0.030686038,0.753476143,0.632842898,-0.057190575,0.749656498,0.671813965,-0.056719266,0.785680711,0.640307844,0.003400264,0.7900033,0.594308078,-0.029585028,0.783456147,0.654574275,-0.044086099,0.780480206,0.689195752,-0.037901413,0.817935646,0.664211631,-0.004517908,0.822343349,0.621759832,-0.023430748,0.812042475,0.659109294,-0.034067489,0.806391299,0.687208831,-0.030602908
One,0.788937032,0.841827393,-0.000108239,0.740737975,0.794309855,-0.036049679,0.717668056,0.723369181,-0.061969411,0.734914601,0.659191906,-0.085413769,0.76684773,0.62398088,-0.101567417,0.713799596,0.622294724,0.007907018,0.701206267,0.532766819,-0.005565109,0.696825445,0.480463922,-0.014898243,0.694018841,0.437415749,-0.018251261,0.751866281,0.626372039,0.00931772,0.754943907,0.568484485,-0.027470889,0.754333317,0.63283664,-0.051903825,0.750706136,0.673534513,-0.049613185,0.786048532,0.641626537,0.003865918,0.790678978,0.593684912,-0.030791026,0.783206582,0.657069623,-0.044066079,0.780241847,0.693373799,-0.037144143,0.818264604,0.666864157,-0.006323847,0.822801232,0.624132276,-0.025209639,0.81225425,0.662949204,-0.034546971,0.806765974,0.691619933,-0.030063374
One,0.791060925,0.841579914,-9.75E-05,0.74345696,0.797729731,-0.039538905,0.718828201,0.726613998,-0.065870017,0.736977577,0.661092579,-0.088880606,0.77051127,0.625664771,-0.103408761,0.713920593,0.62466985,0.006521155,0.701013327,0.53366071,-0.008632141,0.695820391,0.480838478,-0.01877657,0.69222492,0.437061965,-0.021913921,0.751944542,0.627905786,0.00920287,0.755287111,0.57147938,-0.030030049,0.754760027,0.635868967,-0.055310585,0.750404775,0.675311685,-0.052671786,0.786249101,0.642101228,0.004861563,0.791711807,0.595752001,-0.032050714,0.784662008,0.658773243,-0.046103522,0.781165838,0.693444192,-0.038479317,0.818792164,0.666315377,-0.004729609,0.824166179,0.623875141,-0.025294371,0.813766003,0.66358161,-0.035545267,0.807517886,0.691922188,-0.030747337
One,0.7900756,0.839886785,-8.26E-05,0.742343247,0.794063032,-0.036918808,0.718318582,0.725864291,-0.063789248,0.732444942,0.661325634,-0.088626407,0.763819993,0.621166289,-0.107927851,0.714329243,0.622361004,0.006712106,0.700376153,0.530288517,-0.006001299,0.694939494,0.477550149,-0.014315804,0.691750944,0.434067488,-0.016091662,0.751962185,0.627546132,0.009051243,0.753031254,0.573674083,-0.028022258,0.75261879,0.637567103,-0.054371145,0.750149369,0.676861525,-0.053713761,0.785527349,0.642843246,0.005268633,0.7884866,0.599120677,-0.027951445,0.781373501,0.660981297,-0.041991211,0.779047191,0.696065605,-0.036504257,0.817366302,0.667237699,-0.003285564,0.821754754,0.624493659,-0.020608628,0.811982274,0.662614644,-0.029935243,0.807115793,0.691328347,-0.02631597
One,0.79234606,0.841770828,-9.68E-05,0.74338913,0.79949981,-0.037017468,0.716960788,0.728854418,-0.064098679,0.731000662,0.662492335,-0.089435272,0.763074279,0.625159264,-0.107688494,0.715174973,0.624108016,0.008235696,0.701475799,0.529906988,-0.004039686,0.695583761,0.476442665,-0.010118041,0.692423105,0.433487535,-0.010681875,0.753348351,0.627889574,0.009372387,0.752329409,0.573589206,-0.02857695,0.752142072,0.638505518,-0.053453472,0.750842929,0.677712321,-0.050420258,0.787264407,0.641540885,0.004188057,0.787197649,0.59527421,-0.029447325,0.780292213,0.658269405,-0.043444954,0.779296458,0.693317235,-0.037151527,0.819249511,0.664705634,-0.005899982,0.820218861,0.622874022,-0.023692675,0.810147524,0.662154675,-0.033218373,0.806413352,0.690072,-0.029123768
One,0.793178082,0.843801379,-0.000110663,0.743810058,0.800980806,-0.038421545,0.715639651,0.729178369,-0.066898845,0.731246889,0.661142945,-0.093643464,0.767120302,0.623275816,-0.111592866,0.713304579,0.624257684,0.011276533,0.700311422,0.53068912,-0.001734967,0.695052624,0.478234112,-0.007343072,0.692014396,0.4355762,-0.007071846,0.752087116,0.628087282,0.011646516,0.751148283,0.574751318,-0.030679407,0.751338005,0.643110096,-0.054591369,0.750068426,0.683165967,-0.048703462,0.786767423,0.641684532,0.004971889,0.787302613,0.596101105,-0.033042695,0.780679107,0.661801517,-0.045529205,0.779639065,0.697533429,-0.036255386,0.819538832,0.665315628,-0.00724902,0.821557105,0.621662855,-0.026945427,0.810711145,0.66228652,-0.035208188,0.805897355,0.690958738,-0.028924448
One,0.792207301,0.846872449,-9.15E-05,0.743723691,0.804031193,-0.038444359,0.717274845,0.73153168,-0.065277696,0.731800556,0.664108694,-0.090684615,0.764025271,0.625285029,-0.10883534,0.713515639,0.625290096,0.008492526,0.701335073,0.52999872,-0.005560438,0.696125627,0.476965964,-0.01145455,0.692921281,0.434060961,-0.010884849,0.75244534,0.629810214,0.009316872,0.754167378,0.577591777,-0.032737777,0.753813863,0.646298647,-0.05672089,0.750636339,0.684233427,-0.051184051,0.787503421,0.644245327,0.003334907,0.789815068,0.601642668,-0.03590988,0.782305956,0.667628825,-0.049040135,0.77933526,0.700804889,-0.040637776,0.820590258,0.667845011,-0.007870536,0.824207783,0.624804795,-0.029014859,0.812997937,0.666759372,-0.038389638,0.806505978,0.694625735,-0.032518912
One,0.791624069,0.848518789,-9.30E-05,0.742067277,0.803581417,-0.038123615,0.716432035,0.731183052,-0.067153394,0.730236828,0.663545609,-0.094337925,0.760347605,0.621040761,-0.114896342,0.713507712,0.625126302,0.008726944,0.700186372,0.532107115,-0.003521215,0.695019603,0.478046089,-0.01074453,0.6915977,0.433090568,-0.012285415,0.75219655,0.629655063,0.009565348,0.752496481,0.572728992,-0.028303446,0.753170371,0.64024055,-0.052321013,0.751409113,0.681789041,-0.049269352,0.786904395,0.645004094,0.003548623,0.788525581,0.597734869,-0.031721041,0.781496048,0.663754106,-0.044124063,0.779489756,0.700814664,-0.037094817,0.820042968,0.670174658,-0.007351065,0.82251507,0.626015902,-0.025220752,0.81250453,0.66780597,-0.033270288,0.807860434,0.697939813,-0.028472839
One,0.791795373,0.848572373,-9.95E-05,0.742096841,0.802906275,-0.034317486,0.715303361,0.730575919,-0.062196754,0.729773223,0.662628233,-0.089276776,0.762967169,0.623327374,-0.110096715,0.71304059,0.626402497,0.00961368,0.701015115,0.530961752,-0.003667988,0.696120203,0.47707355,-0.010387958,0.693215966,0.43255347,-0.01079325,0.751336873,0.630834162,0.006900101,0.752644718,0.572914362,-0.03161462,0.751793444,0.6377303,-0.058259759,0.749662161,0.679024696,-0.057947099,0.786238194,0.646264911,-0.001517818,0.78875488,0.601275742,-0.037938237,0.781586111,0.664823294,-0.051125396,0.779466987,0.700833559,-0.043996811,0.819845974,0.671597302,-0.014876947,0.823266089,0.626491904,-0.034614041,0.813144922,0.665927649,-0.041389212,0.808388948,0.695334911,-0.034758583
One,0.793092668,0.847449422,-9.62E-05,0.742887855,0.805155396,-0.041040398,0.716892481,0.732203484,-0.068875745,0.732032299,0.66378355,-0.094456993,0.763887346,0.622457683,-0.112729341,0.71333617,0.624288559,0.009167885,0.702305496,0.528881252,-0.003290784,0.697454631,0.475564659,-0.009643205,0.693782628,0.431908846,-0.00949407,0.752336562,0.62867564,0.011480438,0.755764902,0.572434127,-0.029107137,0.75544405,0.639833093,-0.056618415,0.751738787,0.680960178,-0.054319121,0.78756386,0.644342303,0.007162379,0.791431308,0.601324677,-0.031882323,0.784339905,0.667073369,-0.048221566,0.781099081,0.702473879,-0.04148078,0.821274579,0.669642389,-0.002236211,0.82600075,0.6265136,-0.023414727,0.815781474,0.668271363,-0.033317812,0.809920549,0.697369933,-0.027797488
One,0.792895555,0.847385526,-9.21E-05,0.742449522,0.80356437,-0.040058319,0.716694057,0.730596602,-0.067599855,0.731567681,0.661858618,-0.093086623,0.762762666,0.620123863,-0.111294389,0.714190662,0.624511719,0.010090868,0.702752829,0.527574897,-0.000925634,0.697695613,0.473780692,-0.006465096,0.69401288,0.429345131,-0.006252808,0.753230393,0.629349351,0.011874703,0.755975604,0.571251571,-0.026798779,0.755078614,0.638027668,-0.054956049,0.751367569,0.678853452,-0.054473765,0.788213909,0.644728363,0.00728455,0.79173547,0.60048604,-0.030107111,0.784288108,0.665424883,-0.046842497,0.781148374,0.700502872,-0.041428376,0.821724057,0.66946888,-0.002003319,0.827548623,0.625054777,-0.023240378,0.817498803,0.665859222,-0.033439379,0.811904132,0.694945931,-0.029182347
One,0.796209157,0.850940347,-9.15E-05,0.745573223,0.805295467,-0.037939388,0.718588352,0.731740773,-0.064617075,0.732686996,0.662497342,-0.088641107,0.763967693,0.621390164,-0.106012031,0.715042114,0.62909323,0.003656003,0.703453302,0.531404257,-0.012921965,0.698750556,0.476391882,-0.022768402,0.695486307,0.430600077,-0.024969934,0.754351199,0.63367039,0.003610201,0.75931251,0.577931643,-0.039739728,0.757979274,0.644953787,-0.066061288,0.752973557,0.683794856,-0.064098559,0.790130198,0.648468137,-0.003511329,0.795342207,0.607304513,-0.044069923,0.787507057,0.672653496,-0.058709141,0.78330946,0.705826998,-0.052551094,0.824041069,0.672474384,-0.015454486,0.830825031,0.629848361,-0.038669284,0.820527434,0.672734559,-0.048296932,0.813856602,0.701154888,-0.043776844
One,0.794084251,0.85068804,-9.50E-05,0.742366374,0.804791808,-0.036567286,0.714555383,0.731164694,-0.06437704,0.728341579,0.661321223,-0.09152098,0.762609243,0.618749678,-0.111655176,0.716543317,0.624711394,0.013465014,0.704294324,0.52936697,0.00028028,0.699097216,0.476105809,-0.007788818,0.695399642,0.43148315,-0.009369336,0.755579054,0.630100965,0.012131245,0.757322192,0.570437014,-0.028428359,0.756326735,0.637594044,-0.057700157,0.753732204,0.679846823,-0.058581375,0.790441215,0.64648807,0.004068397,0.793331623,0.601669192,-0.035565905,0.785444498,0.667482674,-0.050982211,0.782627165,0.704484105,-0.044774562,0.824611902,0.672291458,-0.008440234,0.829976499,0.623682499,-0.030133458,0.819071591,0.664517522,-0.037854612,0.813331604,0.695502758,-0.031286024
One,0.797037244,0.852715313,-8.62E-05,0.74496299,0.808564544,-0.036018651,0.716605663,0.735256195,-0.065130234,0.730055094,0.664264262,-0.093587041,0.763742447,0.621260285,-0.114928029,0.717504144,0.628218532,0.01298306,0.70651108,0.531308234,-0.000423352,0.701758265,0.475679398,-0.008377892,0.698760152,0.429442108,-0.009801191,0.756487429,0.631447375,0.010500876,0.757683218,0.569820344,-0.032432772,0.756121755,0.635226607,-0.060549431,0.753731489,0.678353846,-0.060019266,0.792031586,0.646240115,0.001653886,0.794102848,0.600566208,-0.03900706,0.785726905,0.666222036,-0.054144248,0.783445954,0.704468668,-0.046957582,0.827425838,0.671324313,-0.012072725,0.830477357,0.625426412,-0.034807328,0.818539441,0.666395187,-0.043253794,0.812372088,0.697589338,-0.037231941
One,0.795970261,0.852746308,-8.74E-05,0.744956017,0.808478713,-0.040022898,0.718760729,0.734209538,-0.070031419,0.733028471,0.663475811,-0.098814048,0.764942229,0.62018764,-0.121098287,0.717246652,0.627118647,0.008803155,0.706364751,0.531259596,-0.007944866,0.702070892,0.476799667,-0.016864929,0.699455857,0.43129462,-0.017465608,0.757326782,0.630752206,0.007942411,0.759849906,0.569714308,-0.03849376,0.759428442,0.638968825,-0.066550389,0.756684542,0.6815418,-0.06327682,0.793724537,0.646543264,-8.15E-05,0.796326041,0.602501392,-0.0449862,0.788561821,0.671456099,-0.061073564,0.785888195,0.707837939,-0.052583974,0.829089344,0.672931194,-0.01284243,0.832574069,0.62849766,-0.039159101,0.82097888,0.672224879,-0.048381343,0.814717054,0.701948166,-0.041127935
One,0.800174654,0.853794575,-8.91E-05,0.747763216,0.809042573,-0.037127852,0.719262958,0.734632134,-0.066652119,0.732671201,0.662436485,-0.095029525,0.765765667,0.619066238,-0.117286466,0.718633235,0.629068494,0.0099958,0.707952499,0.533367991,-0.007309745,0.703890383,0.47793889,-0.017533621,0.701870501,0.431773543,-0.019391952,0.758713305,0.631845474,0.007563367,0.762064636,0.57145232,-0.03819621,0.761327088,0.639757633,-0.066345416,0.758301079,0.684213638,-0.064386852,0.795265734,0.646644413,-0.001578603,0.799064577,0.603621066,-0.045532364,0.790921509,0.671876967,-0.060543396,0.78766489,0.710983992,-0.052177902,0.831086516,0.671919942,-0.0153515,0.834793091,0.627919078,-0.04089129,0.82330066,0.671884894,-0.049276292,0.816522956,0.70426774,-0.041562926
One,0.799223781,0.851967335,-8.48E-05,0.747880816,0.809469223,-0.041092847,0.719952941,0.736410022,-0.072483324,0.734161317,0.665189445,-0.102176398,0.767399013,0.62083149,-0.124794267,0.72074163,0.628058791,0.006025686,0.709856331,0.529974639,-0.011828733,0.705842376,0.474250913,-0.020978205,0.703825951,0.42855525,-0.022307625,0.761540413,0.631556094,0.005179154,0.763679743,0.572047055,-0.043126971,0.763375878,0.643292129,-0.069227524,0.761547446,0.687467575,-0.064214796,0.798295557,0.646348953,-0.003033327,0.800599515,0.601260126,-0.04924079,0.792678595,0.671496749,-0.063570648,0.790031672,0.709308684,-0.053061437,0.834019661,0.671933353,-0.016195834,0.836743116,0.627676904,-0.043793023,0.824673057,0.67272073,-0.052438509,0.817921519,0.703232586,-0.044476207
One,0.802428961,0.854798496,-8.44E-05,0.749525249,0.808908403,-0.040039562,0.72324121,0.735410988,-0.072240971,0.735592127,0.664541543,-0.103139803,0.764078617,0.616137445,-0.128221989,0.724003732,0.629649103,-0.001016185,0.713550925,0.532968521,-0.0200896,0.709473789,0.476800472,-0.031680036,0.707625628,0.429497451,-0.035253089,0.764479101,0.633968294,-0.003320442,0.768065214,0.572181523,-0.052342743,0.766002357,0.643984258,-0.077660166,0.762839317,0.688499033,-0.071468994,0.801415741,0.649287581,-0.012764465,0.804168105,0.600917995,-0.060622986,0.794691563,0.671976566,-0.073736407,0.791091025,0.710535586,-0.062275469,0.837643325,0.674820781,-0.02716719,0.840526938,0.626840115,-0.05648889,0.827403307,0.672230184,-0.06538599,0.820095479,0.703754067,-0.057494603
One,0.803414702,0.85524714,-8.86E-05,0.752512276,0.812787056,-0.042628497,0.726606965,0.738471925,-0.07530722,0.744300842,0.667886972,-0.105164103,0.776745796,0.623245597,-0.127740502,0.72508204,0.630112112,-0.000664604,0.715695143,0.531179488,-0.019062879,0.712197542,0.475379109,-0.029750012,0.710612297,0.429297626,-0.032650989,0.766306579,0.633997262,-0.001648708,0.771254718,0.574507594,-0.050495792,0.770759523,0.646608293,-0.077346519,0.767465532,0.68988353,-0.072721928,0.803980708,0.649316251,-0.009811933,0.808244646,0.603717625,-0.057282694,0.799768448,0.674841523,-0.072460108,0.795815647,0.712712944,-0.062677093,0.840751946,0.675195575,-0.023174079,0.844210386,0.629671872,-0.052114841,0.83187741,0.676720321,-0.062266055,0.824300468,0.708469689,-0.054749221
One,0.80484736,0.853915989,-8.17E-05,0.753800988,0.810532331,-0.046363063,0.728944957,0.737318039,-0.081035972,0.745439291,0.668337762,-0.112676963,0.773950279,0.621108949,-0.13784951,0.728100002,0.626160741,-0.007773158,0.719023943,0.527965963,-0.029551178,0.715384543,0.471917212,-0.043753628,0.713190377,0.424313843,-0.048203945,0.769692898,0.632243514,-0.007219196,0.775804043,0.574937522,-0.059281159,0.773442268,0.649677813,-0.085581981,0.768183768,0.691209972,-0.079419225,0.807344735,0.649860382,-0.014773843,0.81257093,0.606687665,-0.06525217,0.802115619,0.678885281,-0.080696963,0.795752943,0.713529408,-0.070744991,0.843898177,0.67756474,-0.02799204,0.849220991,0.634742081,-0.059297983,0.835409224,0.683177948,-0.070551373,0.825647771,0.712213814,-0.063987732
One,0.812419772,0.857659101,-0.000108492,0.757330596,0.814947665,-0.0451192,0.729418755,0.738938153,-0.078718357,0.750710666,0.66799742,-0.107377522,0.786130846,0.6258111,-0.127945095,0.733018816,0.631523132,-0.011754822,0.723245382,0.532540441,-0.036712829,0.719879985,0.474466026,-0.052761342,0.718350887,0.424439788,-0.059032675,0.775520384,0.636262536,-0.013569824,0.779832125,0.576761186,-0.06742955,0.776079118,0.649669409,-0.094467744,0.771488011,0.693696916,-0.090068139,0.813807309,0.652529836,-0.023192216,0.8181566,0.611865699,-0.078224637,0.806698978,0.684185922,-0.094996519,0.801024497,0.721181929,-0.085192487,0.850844383,0.679343641,-0.038285796,0.855446219,0.638174832,-0.071552612,0.841265798,0.688989997,-0.081584059,0.831626236,0.720386684,-0.073684268
One,0.81188941,0.859777212,-9.66E-05,0.75858283,0.814537406,-0.045959413,0.731031358,0.740934312,-0.083558075,0.749669671,0.67009747,-0.117878489,0.785960734,0.625052035,-0.145645112,0.732920527,0.632536709,-0.011066093,0.724623919,0.532491922,-0.033545535,0.722352803,0.475719988,-0.047399357,0.721410453,0.427546918,-0.052490219,0.775792599,0.638162255,-0.013095981,0.780492544,0.581903458,-0.066686921,0.776749909,0.654074371,-0.095448777,0.771443307,0.694597006,-0.093334533,0.814333797,0.655066133,-0.022680566,0.819033623,0.615666986,-0.075722218,0.807390153,0.685956419,-0.09331879,0.800832748,0.719639063,-0.085809335,0.85164535,0.681792498,-0.038115751,0.857682407,0.639467597,-0.068316989,0.843591571,0.688053966,-0.077786267,0.833317459,0.717919528,-0.072112553
One,0.81257236,0.860427141,-0.000109347,0.760950267,0.816450357,-0.043119248,0.73140043,0.743815601,-0.080905281,0.751075208,0.673841238,-0.116187796,0.791426599,0.631164372,-0.144068033,0.73677367,0.632116139,-0.00841176,0.727707982,0.530124724,-0.031012183,0.72463882,0.472246289,-0.043518364,0.723080695,0.423711896,-0.0471537,0.779303193,0.638011277,-0.012761691,0.782007813,0.585739553,-0.067682348,0.779064894,0.658638358,-0.094270036,0.774810493,0.700519562,-0.090826765,0.817780614,0.654363811,-0.024677873,0.820451498,0.617449224,-0.077206083,0.809368014,0.688129604,-0.093144193,0.803361833,0.724854589,-0.084664986,0.85561502,0.680899203,-0.042663477,0.860122204,0.637373567,-0.07167016,0.845735908,0.685963452,-0.080011919,0.835108697,0.718326926,-0.073197022
One,0.81679821,0.86535567,-0.000121905,0.764026225,0.821151853,-0.046348311,0.73462218,0.747775316,-0.085361287,0.754694521,0.676177382,-0.120949551,0.794247985,0.632125914,-0.148859069,0.739704609,0.635337412,-0.015324621,0.731740415,0.532147586,-0.038713649,0.729428947,0.473289847,-0.052771341,0.728793025,0.423452199,-0.058143657,0.783343971,0.641169846,-0.018940041,0.786246479,0.585391998,-0.074835651,0.782023191,0.659228444,-0.101139113,0.777633607,0.703290939,-0.096903339,0.822824895,0.65740186,-0.029938847,0.824787974,0.61992377,-0.085794151,0.813186646,0.691739261,-0.101959005,0.807723999,0.729732692,-0.092513949,0.861333728,0.683799803,-0.047215529,0.86463207,0.640211523,-0.079233855,0.850062609,0.689934671,-0.087414309,0.840396464,0.722619474,-0.079557218
One,0.817836642,0.866643846,-0.000118001,0.765592039,0.823529959,-0.046454526,0.736444533,0.750753999,-0.088181689,0.757991493,0.680906534,-0.126740262,0.796908498,0.639345229,-0.158374384,0.741793633,0.636841178,-0.020206725,0.734155715,0.531399548,-0.04671561,0.7319175,0.471941173,-0.062693007,0.731029749,0.421920359,-0.067938849,0.785696328,0.641652465,-0.024741955,0.786455154,0.58475852,-0.082741134,0.783922255,0.657077551,-0.110450327,0.780003011,0.699555457,-0.107828461,0.825748503,0.657663465,-0.036379434,0.825299084,0.621181965,-0.09343221,0.815454662,0.691371918,-0.110086113,0.810356915,0.727105618,-0.101339824,0.865500093,0.684237421,-0.054182049,0.865914762,0.64001441,-0.086361706,0.851354122,0.68949908,-0.095650956,0.841274858,0.721856594,-0.088837251
One,0.819383085,0.871131659,-0.000127934,0.766830027,0.829407394,-0.050803225,0.737198174,0.758908033,-0.094847813,0.758705676,0.688856423,-0.134228468,0.798622131,0.646335363,-0.166547492,0.742669582,0.641826451,-0.028515497,0.735822022,0.535979211,-0.056940664,0.734440625,0.475980699,-0.074779637,0.734358549,0.424881548,-0.082180709,0.786472559,0.645733774,-0.031834543,0.789273918,0.586860418,-0.092290089,0.786625445,0.658848166,-0.120835885,0.781942606,0.702891767,-0.119029969,0.826443374,0.660842299,-0.041860964,0.828007281,0.623557627,-0.10045024,0.81801796,0.69347322,-0.116483144,0.812284172,0.730277836,-0.107627198,0.866024435,0.686899722,-0.058975663,0.86855042,0.642082751,-0.093407266,0.854335606,0.690604568,-0.104045339,0.843829274,0.722889125,-0.09789867
One,0.822184443,0.873492777,-0.000130339,0.769068241,0.831662297,-0.048488673,0.738784194,0.758789897,-0.089769274,0.761029243,0.686882138,-0.126079559,0.801137865,0.644283712,-0.154322803,0.74394244,0.64368242,-0.022107149,0.736857533,0.537883818,-0.049605433,0.734771967,0.477995574,-0.067344412,0.734103262,0.426350653,-0.074641988,0.787858903,0.647507608,-0.025834002,0.790776968,0.588784814,-0.084209442,0.787997723,0.663316488,-0.112889238,0.783918381,0.707830012,-0.110027142,0.828018606,0.66240418,-0.036446605,0.829774141,0.625358403,-0.094363019,0.819348454,0.697989821,-0.110488653,0.81400162,0.735253155,-0.100435339,0.867639184,0.688218653,-0.053560968,0.869171858,0.645491481,-0.087200634,0.854339719,0.696623743,-0.096924238,0.843880594,0.729312599,-0.089049906
One,0.825606227,0.877791882,-0.000128326,0.770971239,0.836152852,-0.047836136,0.739251018,0.760591865,-0.086892292,0.761520803,0.6864959,-0.121534094,0.802764893,0.643639863,-0.147119522,0.745677173,0.646569669,-0.016771447,0.738606155,0.540101409,-0.044532955,0.736486137,0.47894311,-0.062908649,0.735637724,0.42600739,-0.070980638,0.789788485,0.650129497,-0.020626808,0.792527795,0.592645526,-0.079795673,0.789234459,0.667957664,-0.109257899,0.785450637,0.710858107,-0.106177643,0.830088913,0.664953113,-0.032062039,0.832548022,0.626829445,-0.089815751,0.821935415,0.700246572,-0.105796866,0.817071438,0.73633045,-0.0951524,0.869945586,0.690314293,-0.049996059,0.872150064,0.645480216,-0.083292559,0.858309448,0.697007418,-0.091843419,0.849175572,0.729197919,-0.08287672
One,0.822530508,0.878182173,-0.000128014,0.76945883,0.833536744,-0.052307446,0.740963936,0.758757293,-0.094877042,0.763630807,0.685796559,-0.13290289,0.802394688,0.639204502,-0.162412181,0.745976746,0.644263268,-0.026418844,0.73812604,0.539553881,-0.060079291,0.736224294,0.478722811,-0.082232952,0.7362324,0.425589919,-0.092477515,0.791253328,0.648725212,-0.029202959,0.793584585,0.594756842,-0.092439204,0.78951478,0.672443509,-0.121084243,0.784670949,0.711856425,-0.117412917,0.832470477,0.665209889,-0.040145274,0.834361017,0.629300892,-0.102157325,0.821957171,0.704391539,-0.117477171,0.815595508,0.737005711,-0.106828347,0.872385383,0.692062736,-0.057984248,0.874482572,0.649972081,-0.094179057,0.858651936,0.702877402,-0.102614813,0.847586751,0.73224926,-0.094525039
One,0.824166894,0.87788856,-0.000136982,0.769764662,0.834254146,-0.054490294,0.741543651,0.759016335,-0.098657571,0.765565634,0.687240005,-0.137492523,0.803714991,0.643641293,-0.167869404,0.745826602,0.643645704,-0.02684712,0.738854468,0.538266838,-0.059221964,0.737403989,0.478155315,-0.081466757,0.737710476,0.425744772,-0.091602795,0.79176569,0.648060381,-0.028833639,0.795206308,0.589055479,-0.091530696,0.790126324,0.664746523,-0.123316064,0.784318984,0.707103789,-0.121338673,0.833330393,0.665387988,-0.03922661,0.836067438,0.63061744,-0.102277696,0.823869467,0.703802168,-0.121368863,0.81720221,0.736566305,-0.111992523,0.873478234,0.693458378,-0.055921819,0.875626683,0.653305173,-0.092930362,0.859960616,0.705526114,-0.103830874,0.849131763,0.734571695,-0.096663006
One,0.823337734,0.876287818,-0.000145801,0.768991768,0.833523095,-0.051793426,0.739240825,0.76001209,-0.096430987,0.76455009,0.689463794,-0.136354491,0.806680501,0.64880991,-0.167619601,0.745709896,0.64162153,-0.024296271,0.73890233,0.535908401,-0.053441197,0.73743391,0.476520598,-0.073339157,0.737037897,0.425450385,-0.081938922,0.791830599,0.645052969,-0.027694358,0.792915881,0.589938879,-0.087745719,0.788952827,0.664241493,-0.120664097,0.784181178,0.705896974,-0.120690115,0.833485484,0.661703825,-0.038358063,0.833929539,0.62912029,-0.096607774,0.822881341,0.700762928,-0.116730139,0.817199051,0.733822823,-0.109996781,0.87423414,0.689255714,-0.055702124,0.87481463,0.650349796,-0.088723905,0.860307634,0.701134384,-0.100634575,0.850641608,0.730606794,-0.095782384
One,0.824207366,0.879586816,-0.000149941,0.770646632,0.838296175,-0.051185828,0.739613831,0.763200223,-0.095961958,0.761598289,0.688833773,-0.135783449,0.801913261,0.644207239,-0.167404294,0.745378733,0.644714653,-0.02796266,0.738871038,0.537909269,-0.061101828,0.738065839,0.477517247,-0.083759248,0.739090383,0.424334645,-0.095993064,0.791090488,0.648264706,-0.03165694,0.792736053,0.59491235,-0.095963754,0.789034307,0.673756599,-0.124085076,0.785323977,0.713400722,-0.119351842,0.832766712,0.664331734,-0.042770695,0.832724273,0.630472362,-0.103527762,0.821876824,0.705867469,-0.118460178,0.817313612,0.737709284,-0.108121373,0.872943401,0.690651834,-0.061083797,0.872154474,0.65348053,-0.096115425,0.856925607,0.707511187,-0.105869107,0.847217321,0.735669732,-0.098564036
One,0.82438463,0.881236672,-0.000145323,0.769441962,0.839512706,-0.05056655,0.736613691,0.762402058,-0.093906686,0.76197809,0.688761771,-0.133003011,0.808013439,0.648025393,-0.161696568,0.746353626,0.643941581,-0.024098335,0.739519536,0.536541224,-0.058385532,0.737847924,0.475252628,-0.079733521,0.738139689,0.422389686,-0.089242913,0.792711496,0.648957253,-0.029854462,0.795079768,0.59558773,-0.096382812,0.789126158,0.675124824,-0.124909945,0.784331322,0.716570973,-0.11938487,0.834648013,0.666214526,-0.043279588,0.836808622,0.630895913,-0.107189737,0.823396444,0.707677245,-0.122922748,0.817226171,0.741766512,-0.111360453,0.874966204,0.694315076,-0.063808858,0.876961052,0.654661,-0.101091042,0.860090554,0.708954036,-0.110231787,0.84891057,0.738613784,-0.100732945
One,0.824152112,0.881205082,-0.000141972,0.768950701,0.839809537,-0.04887614,0.736398578,0.763750076,-0.090095624,0.761304796,0.69090718,-0.127141237,0.805168748,0.650749147,-0.155214876,0.746422708,0.64459455,-0.020739013,0.739782095,0.5387218,-0.053103708,0.738049686,0.477592349,-0.074981809,0.738151371,0.424107045,-0.085374825,0.792279065,0.646507323,-0.025353907,0.793321192,0.595586061,-0.08751905,0.788507819,0.67267704,-0.11925602,0.784680545,0.714048982,-0.117933609,0.833750665,0.661940157,-0.037203804,0.835116923,0.63360858,-0.096533775,0.823872745,0.708058894,-0.115344912,0.818867862,0.741495788,-0.107879587,0.874362588,0.68859309,-0.055967782,0.876095057,0.653599977,-0.091076478,0.861371875,0.706583858,-0.102816746,0.851624548,0.735961199,-0.096892521
